BMW.DE,GM,HYMTF,TSLA,VOW3.DE
71.5,32.149696350097656,33.84000015258789,233.06666564941406,103.93719482421875
71.37000274658203,31.05718421936035,33.150001525878906,231.73333740234375,103.79953002929688
74.77999877929688,32.43772506713867,33.95000076293945,244.5433349609375,109.2373046875
76.04000091552734,32.09010696411133,34.25,250.76333618164062,115.69036102294922
73.79000091552734,30.6599063873291,30.100000381469727,234.3433380126953,112.09385681152344
73.79000091552734,31.315414428710938,34.060001373291016,233.07000732421875,112.09385681152344
72.45999908447266,31.504119873046875,34.75,237.0399932861328,110.4246597290039
72.22000122070312,31.3750057220459,35.060001373291016,238.31333923339844,108.66943359375
75.12000274658203,32.64629364013672,35.41999816894531,240.06666564941406,113.78025817871094
76.0,32.39799118041992,36.65999984741211,240.54666137695312,116.98097229003906
78.12999725341797,34.1658821105957,36.61000061035156,245.52999877929688,121.5067138671875
77.52999877929688,34.52342987060547,35.900001525878906,247.5,120.13005065917969
76.88999938964844,34.89091110229492,35.400001525878906,271.7066650390625,116.91213989257812
77.0999984741211,34.43404006958008,35.400001525878906,272.24334716796875,115.56990814208984
77.97000122070312,34.28506088256836,36.31999969482422,268.4333190917969,114.1244125366211
76.08000183105469,33.11309814453125,36.9900016784668,258.8599853515625,112.21430969238281
76.58000183105469,34.443973541259766,36.369998931884766,274.82000732421875,112.54126739501953
78.43000030517578,35.496761322021484,36.369998931884766,280.8999938964844,116.67122650146484
79.4800033569336,36.013221740722656,37.540000915527344,297.1499938964844,118.13391876220703
79.88999938964844,36.519752502441406,37.58000183105469,297.27667236328125,119.26964569091797
81.08000183105469,35.88410949707031,37.58000183105469,300.586669921875,121.76483154296875
76.56999969482422,37.05607604980469,36.20000076293945,307.39666748046875,124.31163024902344
76.2699966430664,35.98342514038086,36.72999954223633,308.6333312988281,123.55448150634766
76.61000061035156,35.81458282470703,37.13999938964844,288.1700134277344,123.41681671142578
78.0999984741211,37.30437469482422,36.689998626708984,290.42333984375,125.361328125
77.08999633789062,36.37077331542969,36.709999084472656,283.3333435058594,122.91777801513672
77.98999786376953,37.69172286987305,36.5,294.3566589355469,125.55062103271484
77.70999908447266,38.19824981689453,36.09000015258789,286.6300048828125,126.42823791503906
78.55000305175781,39.211307525634766,36.4900016784668,300.0299987792969,127.61560821533203
78.12000274658203,39.13185501098633,36.5,309.32000732421875,129.0782928466797
79.25,38.72464370727539,35.77000045776367,306.5633239746094,129.57733154296875
77.29000091552734,38.1386604309082,34.540000915527344,303.9966735839844,126.47986602783203
77.88999938964844,38.45648193359375,34.52000045776367,302.8699951171875,128.13185119628906
75.80999755859375,39.4298095703125,33.880001068115234,296.6666564941406,125.41295623779297
73.0199966430664,38.287635803222656,33.7599983215332,289.913330078125,119.94076538085938
74.5199966430664,38.297569274902344,33.900001525878906,296.4533386230469,122.17782592773438
74.13999938964844,38.982872009277344,33.599998474121094,297.0966796875,121.64437866210938
74.47000122070312,40.115116119384766,36.34000015258789,296.07000732421875,122.0745849609375
73.12000274658203,38.96300506591797,34.099998474121094,288.0899963378906,121.26580047607422
73.51000213623047,39.24110412597656,35.45000076293945,284.82000732421875,122.69407653808594
73.80999755859375,38.952423095703125,35.59000015258789,277.70001220703125,125.53340911865234
73.47000122070312,38.03659439086914,34.790000915527344,275.6099853515625,122.29828643798828
72.80999755859375,38.385005950927734,33.209999084472656,277.1600036621094,120.13005065917969
75.11000061035156,38.295413970947266,34.84000015258789,270.2099914550781,128.166259765625
72.81999969482422,38.534324645996094,33.5,274.4200134277344,128.04580688476562
74.06999969482422,39.927974700927734,34.470001220703125,283.70001220703125,127.95976257324219
72.94999694824219,40.31620407104492,34.470001220703125,289.260009765625,125.72270202636719
73.51000213623047,41.10261917114258,34.650001525878906,299.67999267578125,126.46265411376953
75.77999877929688,41.859169006347656,34.45000076293945,304.4200134277344,130.7819061279297
74.86000061035156,40.346065521240234,33.689998626708984,292.1300048828125,127.95976257324219
74.6500015258789,40.4356575012207,33.59000015258789,302.6099853515625,129.35362243652344
74.68000030517578,40.47547912597656,35.0,303.75,128.45880126953125
74.38999938964844,39.78860855102539,33.75,303.3500061035156,125.15483856201172
75.69999694824219,41.20216369628906,33.75,309.07000732421875,126.47986602783203
75.06999969482422,38.88273620605469,33.0099983215332,308.7300109863281,126.39381408691406
75.25,37.50899887084961,32.7599983215332,300.79998779296875,127.28865051269531
74.16999816894531,37.210365295410156,32.0,288.5899963378906,126.78961181640625
71.37999725341797,35.31898498535156,31.5,275.3299865722656,120.59468078613281
72.16000366210938,34.880985260009766,31.280000686645508,276.010009765625,118.92549133300781
71.76000213623047,34.5524787902832,30.31999969482422,282.94000244140625,117.65209197998047
71.58000183105469,35.090030670166016,31.149999618530273,287.80999755859375,118.65015411376953
69.12999725341797,33.10905838012695,30.489999771118164,268.2099914550781,110.52791595458984
69.98999786376953,31.94437026977539,29.600000381469727,265.25,108.75547790527344
70.7300033569336,32.720829010009766,29.950000762939453,242.39999389648438,108.7898941040039
72.8499984741211,35.63753128051758,30.809999465942383,249.44000244140625,113.0058822631836
71.47000122070312,34.681888580322266,30.75,240.80999755859375,111.5259780883789
71.97000122070312,34.472843170166016,29.950000762939453,238.1300048828125,113.90071105957031
71.69999694824219,33.46742630004883,30.100000381469727,223.07000732421875,112.09385681152344
72.02999877929688,32.14345932006836,29.0,222.9600067138672,107.0862808227539
72.37999725341797,31.94437026977539,27.09000015258789,216.5,106.08821105957031
73.16999816894531,32.053871154785156,27.920000076293945,217.24000549316406,105.89892578125
74.23999786376953,32.611328125,27.5,221.72000122070312,106.82816314697266
75.0199966430664,32.74073791503906,27.5,204.99000549316406,106.93141174316406
76.52999877929688,33.41765213012695,27.5,219.35000610351562,109.94283294677734
77.62000274658203,34.094566345214844,27.889999389648438,220.19000244140625,112.19709777832031
77.66000366210938,33.47738265991211,28.0,222.0399932861328,111.73248291015625
77.52999877929688,33.288238525390625,28.0,207.27999877929688,111.74969482421875
77.43000030517578,34.841163635253906,27.260000228881836,214.44000244140625,111.5431900024414
77.91000366210938,35.55789566040039,27.059999465942383,211.25,112.04222869873047
